,MSE
1,0.017987324396769207
2,0.01284335454305013
3,0.013808616002400716
4,0.010579338073730469
5,0.011211473941802979
6,0.00981770912806193
7,0.008283371925354005
8,0.007599762280782064
9,0.007652475039164225
10,0.006682511965433757
11,0.010961904525756835
12,0.006281803051630656
13,0.011419246991475424
14,0.006218635241190593
15,0.008090521494547526
16,0.006469761530558268
17,0.007617537180582682
18,0.005797046820322673
19,0.007065088748931885
20,0.005666802724202474
21,0.007990659872690837
22,0.005740380684534709
23,0.0070096882184346515
24,0.005554385979970296
25,0.008350440661112467
26,0.005652459462483724
27,0.0066929316520690915
28,0.005414772828420004
29,0.008467110792795817
30,0.005519734223683675
31,0.006744198799133301
32,0.0053050859769185384
33,0.008259008725484213
34,0.0053959532578786214
35,0.00617039163907369
36,0.005178810755411784
37,0.008388455708821614
38,0.00509024977684021
39,0.0056668881575266524
40,0.007269872029622396
41,0.006662952502568563
42,0.00513227661450704
43,0.005929549137751261
44,0.005090927282969157
45,0.005491471290588379
46,0.005198132991790771
47,0.005291637976964315
48,0.005197296937306722
49,0.0051920640468597415
50,0.005201048056284587
51,0.005182046095530192
52,0.005165960391362508
53,0.005134859085083008
54,0.005075217882792155
55,0.005040138562520345
56,0.005009394486745198
57,0.0049694299697875975
58,0.004998432795206706
59,0.004617514212926229
60,0.0049194955825805665
61,0.005827932357788086
62,0.004991440773010254
63,0.005518778165181478
64,0.005143837134043375
65,0.005149158239364624
66,0.005235730806986491
67,0.005894505977630615
68,0.005747228463490804
69,0.005598552624384562
70,0.005507775545120239
71,0.005483824412027995
72,0.005460590521494548
73,0.005448835690816244
74,0.00542656938234965
75,0.005413631598154704
76,0.00539992094039917
77,0.005393653710683187
78,0.005386825402577718
79,0.0053765177726745605
80,0.005366919835408528
81,0.005362583796183268
82,0.005359963178634643
83,0.005353993972142537
84,0.005350817839304606
85,0.005341403086980184
86,0.005336114565531413
87,0.005325440565745036
88,0.005320550600687663
89,0.0053155740102132166
90,0.005311980247497559
91,0.005308372179667155
92,0.005304351647694905
93,0.005298984050750732
94,0.005296602646509807
95,0.005292305946350098
96,0.0052872347831726075
97,0.005278819799423217
98,0.005268242359161377
99,0.005256919066111246
100,0.005244040886561076
101,0.0052278359731038416
102,0.005215927362442017
103,0.005208301941553752
104,0.005202883084615071
105,0.0051965494950612385
106,0.005181252956390381
107,0.005139801899592082
108,0.004928907553354899
109,0.005507388909657796
110,0.004924530188242594
111,0.0054002467791239425
112,0.005080751578013102
113,0.005340172052383423
114,0.005026624997456868
115,0.0053064056237538655
116,0.004995850721995035
117,0.0052840908368428545
118,0.0049693413575490316
119,0.0052680738766988115
120,0.004954448938369751
121,0.005256555080413818
122,0.004938077131907145
123,0.005243279139200846
124,0.004923214117685953
125,0.005232051213582356
126,0.004913142124811808
127,0.005226747592290242
128,0.004896904627482096
129,0.005218278964360555
130,0.00488500197728475
131,0.005211893320083618
132,0.004867809216181437
133,0.005198549429575602
134,0.0048588844140370685
135,0.005189626614252726
136,0.004847933053970337
137,0.005178136030832926
138,0.004841390053431193
139,0.005170372327168783
140,0.004835771719614665
141,0.005164573987325033
142,0.00482707420984904
143,0.0051595767339070635
144,0.00481882373491923
145,0.0051545031865437825
146,0.004806041717529297
147,0.005148498614629109
148,0.0047967644532521565
149,0.005147599379221599
150,0.004784438610076904
151,0.005145184993743897
152,0.004767874876658122
153,0.005138267676035563
154,0.004761180877685547
155,0.005135852893193563
156,0.004756540854771932
157,0.005140020847320557
158,0.004738912582397461
159,0.005129499435424805
160,0.004732222159703573
161,0.005134408473968506
162,0.0047265982627868654
163,0.005139532883961995
164,0.004714157978693644
165,0.0051428604125976565
166,0.004709488153457642
167,0.0051460949579874675
168,0.004702379703521728
169,0.0051471078395843506
170,0.00469452699025472
171,0.005153308709462484
172,0.004690852165222168
173,0.005156396627426147
174,0.004686105251312256
175,0.005159621238708496
176,0.004685565233230591
177,0.00516416072845459
178,0.004683919747670491
179,0.005167025725046794
180,0.004680733680725097
181,0.0051708535353342695
182,0.00467272679011027
183,0.005171848932902018
184,0.004671637217203776
185,0.005175747076670329
186,0.0046671414375305175
187,0.005173577070236206
188,0.0046636247634887695
189,0.005172163645426432
190,0.004648311932881673
191,0.005153719584147135
192,0.004640365441640218
193,0.00512398640314738
194,0.004593658844629924
195,0.006414834260940552
196,0.005220266183217367
197,0.00490830659866333
198,0.0046376260121663414
199,0.004989010492960612
200,0.004639411767323812
201,0.004971441427866618
202,0.004615840117136638
203,0.004937316576639811
204,0.004542891184488932
205,0.005301315784454346
206,0.004959074656168619
207,0.004958724578221639
208,0.004602640867233276
209,0.005466405550638835
210,0.007310323715209961
211,0.0045922291278839115
212,0.005165386597315471
213,0.004702615737915039
214,0.005102682908376058
215,0.005000189940134684
216,0.004601606527964274
217,0.0049131496747334795
218,0.006424671014149984
219,0.0057691621780395505
220,0.004696339766184489
221,0.004799714883168538
222,0.004560602903366089
223,0.004818421204884847
224,0.005937721729278565
225,0.00598315954208374
226,0.004396584033966065
227,0.004845434824625651
228,0.004906113942464193
229,0.005251126289367676
230,0.004485508600870768
231,0.005038044452667236
232,0.005128713448842367
233,0.004606186548868815
234,0.0065679415067036945
235,0.004689257144927978
236,0.005731449127197265
237,0.004903008143107096
238,0.0055684868494669595
239,0.0050184408823649084
240,0.006443792978922526
241,0.0054535158475240075
242,0.005153847535451253
243,0.0047353339195251466
244,0.005078157583872477
245,0.004783111015955607
246,0.005119040807088216
247,0.004850177764892578
248,0.005008376836776733
249,0.005031737486521403
250,0.005078815221786499
