,MSE
334,0.0066259988149007165
335,0.00651596466700236
336,0.006444331010182699
337,0.006799867153167724
338,0.006554423967997233
339,0.006541198094685873
340,0.0065204834938049315
341,0.0065617783864339195
342,0.006569230556488037
343,0.006542009115219116
344,0.0065973822275797525
345,0.0066049635410308834
346,0.006572450796763102
347,0.006778844197591146
348,0.006580403645833333
349,0.006589134136835734
350,0.00663172165552775
351,0.006477020581563314
352,0.006523126761118571
353,0.006591963370641073
354,0.006588807900746663
355,0.006709303855895996
356,0.006590295235315959
357,0.006443900267283122
358,0.006506088574727376
359,0.006448340018590291
360,0.006467485427856445
361,0.00655442476272583
362,0.006460959116617838
363,0.006605770190556844
364,0.006377367575963338
365,0.006688755353291829
366,0.006456700166066488
367,0.0066074740886688235
368,0.00640716552734375
369,0.006453648408253987
370,0.006459425687789917
371,0.006567605336507161
372,0.006501049598058065
373,0.006683381398518881
374,0.006550273895263672
375,0.006264042854309082
376,0.006416222254435221
377,0.006315356492996216
378,0.00628407637278239
379,0.006379226446151734
380,0.006429735024770101
381,0.006535844802856445
382,0.0065884025891621905
383,0.006504482825597127
384,0.006366534233093262
385,0.0064820798238118486
386,0.006368240118026733
387,0.0063929875691731775
388,0.006505053440729777
389,0.006394989093144734
390,0.006599618196487427
391,0.006477293968200684
392,0.00643441915512085
393,0.00634790301322937
394,0.0063729838530222575
395,0.006268376111984253
396,0.006259419918060303
397,0.006284487247467041
398,0.006238094965616862
399,0.00632132609685262
400,0.0063694985707600914
