,MSE
327,0.005165426731109619
328,0.005201140244801839
329,0.005369120041529338
330,0.005314441521962484
331,0.005283510287602743
332,0.004933107693990072
333,0.005107316970825195
334,0.005093969504038493
335,0.0050829434394836425
336,0.005028889973958333
337,0.005133064190546672
338,0.005104699532190959
339,0.005147316455841064
340,0.005244326591491699
341,0.004327901204427083
342,0.0051587506135304766
343,0.0051948018868764245
344,0.005244096120198567
345,0.005151695410410564
346,0.004942603905995687
347,0.005096067587534586
348,0.005094171762466431
349,0.004772825241088867
350,0.00477978785832723
351,0.005243006547292073
352,0.005107866923014323
353,0.005081805388132731
354,0.004849774042765299
355,0.005125780900319417
356,0.005060905218124389
357,0.0045601725578308105
358,0.005188248952229818
359,0.005225570599238078
360,0.005195494890213013
361,0.004982599417368571
362,0.004518740177154541
363,0.004319651126861572
364,0.0049672102928161625
365,0.0050786773363749186
366,0.005157069365183512
367,0.005218897660573324
368,0.005171334346135458
369,0.0051946131388346355
370,0.005000336170196533
371,0.004996387163798014
372,0.004452071984608968
373,0.005097320079803467
374,0.005072226524353027
375,0.004649167855580648
376,0.0050972906748453775
377,0.00511958122253418
378,0.004978709618250529
379,0.004661705493927002
380,0.005082478523254394
381,0.00507971445719401
382,0.004958182175954183
383,0.004863176743189494
384,0.005091857115427653
385,0.005115219751993815
386,0.005003520647684733
387,0.004983222484588623
388,0.005134782791137695
389,0.004945322672526042
390,0.004444588820139567
391,0.005064175128936767
392,0.005184683005015055
393,0.004999929269154866
394,0.004474624792734782
395,0.005355026721954346
396,0.0052530884742736815
397,0.004911768039067586
398,0.004304891029993693
399,0.004933043320973714
400,0.005091150601704915
